engagement_id,audience_id,channel_type,impressions,reach,frequency,engagement_rate
ENG_002467,AUD_000697,OOH,18736,12506,1.5,0.0025
ENG_002468,AUD_000698,TV,174454,128952,1.35,0.0046
ENG_002469,AUD_000698,Streaming,28654,23175,1.24,0.0181
ENG_002470,AUD_000698,Radio,5031,4127,1.22,0.0105
ENG_002471,AUD_000698,Social,17043,14731,1.16,0.0547
ENG_002472,AUD_000699,Radio,10608,9456,1.12,0.023
ENG_002473,AUD_000699,OOH,12414,10935,1.14,0.009
ENG_002474,AUD_000700,Streaming,66883,49576,1.35,0.0133
ENG_002475,AUD_000700,Retail,3000,2021,1.48,0.0234
ENG_002476,AUD_000700,Email,11401,9389,1.21,0.0118
ENG_002477,AUD_000700,OOH,17231,12533,1.37,0.0101
ENG_002478,AUD_000700,Social,16133,12704,1.27,0.0538
ENG_002479,AUD_000701,Print,16593,11043,1.5,0.0289
ENG_002480,AUD_000701,Social,8482,6333,1.34,0.0226
ENG_002481,AUD_000701,Streaming,20334,15683,1.3,0.0198
ENG_002482,AUD_000702,Print,4578,4015,1.14,0.0087
ENG_002483,AUD_000702,Email,8653,5991,1.44,0.0016
ENG_002484,AUD_000702,OOH,15690,11283,1.39,0.0199
ENG_002485,AUD_000702,Digital,20117,12977,1.55,0.0331
ENG_002486,AUD_000703,Print,2094,1842,1.14,0.0245
ENG_002487,AUD_000703,Streaming,21370,16559,1.29,0.0121
ENG_002488,AUD_000703,Radio,1243,805,1.54,0.0088
ENG_002489,AUD_000703,Email,8790,6402,1.37,0.008
ENG_002490,AUD_000703,Social,9203,7534,1.22,0.0329
ENG_002491,AUD_000704,Email,8138,7250,1.12,0.0162
ENG_002492,AUD_000704,TV,118889,78209,1.52,0.0017
ENG_002493,AUD_000704,OOH,12287,10540,1.17,0.015
ENG_002494,AUD_000705,Print,14567,9283,1.57,0.0042
ENG_002495,AUD_000705,Digital,23805,17577,1.35,0.047
ENG_002496,AUD_000706,TV,116935,86342,1.35,0.0053
ENG_002497,AUD_000706,OOH,8502,6970,1.22,0.01
ENG_002498,AUD_000706,Streaming,46774,39638,1.18,0.0099
ENG_002499,AUD_000707,Print,3104,2469,1.26,0.0236
ENG_002500,AUD_000707,Retail,4693,3567,1.32,0.0182
ENG_002501,AUD_000707,Social,14255,10273,1.39,0.0484
ENG_002502,AUD_000707,Streaming,12468,7532,1.66,0.018
ENG_002503,AUD_000708,Social,10771,8230,1.31,0.042
ENG_002504,AUD_000708,Email,17616,14458,1.22,0.0268
ENG_002505,AUD_000708,TV,156063,111125,1.4,0.0049
ENG_002506,AUD_000708,Print,18009,13666,1.32,0.0024
ENG_002507,AUD_000709,Streaming,27020,18492,1.46,0.0192
ENG_002508,AUD_000709,TV,98387,75435,1.3,0.008
ENG_002509,AUD_000709,Print,15163,9396,1.61,0.007
ENG_002510,AUD_000709,Radio,13371,8158,1.64,0.0282
ENG_002511,AUD_000710,Social,9582,7370,1.3,0.0614
ENG_002512,AUD_000710,Print,17917,11209,1.6,0.0141
ENG_002513,AUD_000710,OOH,5380,4459,1.21,0.0181
ENG_002514,AUD_000710,Streaming,36400,27519,1.32,0.0199
ENG_002515,AUD_000710,TV,130092,91299,1.42,0.0068
ENG_002516,AUD_000711,Email,10082,7766,1.3,0.02
ENG_002517,AUD_000711,Social,14167,9716,1.46,0.0447
ENG_002518,AUD_000712,OOH,14340,10991,1.3,0.0038
ENG_002519,AUD_000712,Social,8663,7603,1.14,0.0485
ENG_002520,AUD_000712,Retail,1577,1366,1.15,0.0057
ENG_002521,AUD_000713,Email,12316,10707,1.15,0.0201
ENG_002522,AUD_000713,Streaming,34301,24337,1.41,0.0126
ENG_002523,AUD_000713,Retail,2540,1550,1.64,0.0061
ENG_002524,AUD_000713,TV,102454,73690,1.39,0.0016
ENG_002525,AUD_000713,Digital,8365,6654,1.26,0.0198
ENG_002526,AUD_000714,Streaming,69647,50222,1.39,0.0073
ENG_002527,AUD_000714,OOH,17158,11889,1.44,0.0298
ENG_002528,AUD_000714,Print,16469,10671,1.54,0.0275
ENG_002529,AUD_000714,Retail,2555,1939,1.32,0.0031
ENG_002530,AUD_000715,TV,159431,118653,1.34,0.0017
ENG_002531,AUD_000715,Social,18402,13860,1.33,0.0346
ENG_002532,AUD_000715,Retail,2313,1805,1.28,0.0167
ENG_002533,AUD_000715,Email,19590,13066,1.5,0.0229
ENG_002534,AUD_000716,Email,7023,5872,1.2,0.0197
ENG_002535,AUD_000716,Digital,38875,24449,1.59,0.027
ENG_002536,AUD_000717,Social,20335,15352,1.32,0.0289
ENG_002537,AUD_000717,Radio,6712,4113,1.63,0.0059
ENG_002538,AUD_000717,Streaming,49388,41696,1.18,0.0112
ENG_002539,AUD_000717,Email,3801,2669,1.42,0.0242
ENG_002540,AUD_000718,Social,23774,17037,1.4,0.0532
ENG_002541,AUD_000718,TV,66912,53780,1.24,0.0035
ENG_002542,AUD_000718,Print,17096,10449,1.64,0.0035
ENG_002543,AUD_000719,Digital,21732,14961,1.45,0.0142
ENG_002544,AUD_000719,TV,91539,55943,1.64,0.0061
ENG_002545,AUD_000720,Digital,38016,26570,1.43,0.0174
ENG_002546,AUD_000720,Retail,4175,3187,1.31,0.0293
ENG_002547,AUD_000720,OOH,14950,12121,1.23,0.0149
ENG_002548,AUD_000720,Social,8253,6939,1.19,0.0278
ENG_002549,AUD_000720,Email,15814,11666,1.36,0.0128
ENG_002550,AUD_000721,Social,14357,11014,1.3,0.0716
ENG_002551,AUD_000721,Radio,2613,1902,1.37,0.0234
ENG_002552,AUD_000721,OOH,10560,6571,1.61,0.013
ENG_002553,AUD_000721,TV,193859,130913,1.48,0.003
ENG_002554,AUD_000721,Streaming,64422,46474,1.39,0.0156
ENG_002555,AUD_000722,OOH,3805,3317,1.15,0.0157
ENG_002556,AUD_000722,Radio,12584,8386,1.5,0.015
ENG_002557,AUD_000722,Social,16783,13667,1.23,0.0734
ENG_002558,AUD_000723,Digital,20316,14712,1.38,0.0314
ENG_002559,AUD_000723,Retail,4702,4107,1.14,0.0066
ENG_002560,AUD_000723,Email,10556,7321,1.44,0.0264
ENG_002561,AUD_000723,OOH,6445,4234,1.52,0.019
ENG_002562,AUD_000724,TV,135038,81198,1.66,0.0042
ENG_002563,AUD_000724,Retail,3694,2766,1.34,0.0028
ENG_002564,AUD_000724,Streaming,25799,23111,1.12,0.0172
ENG_002565,AUD_000724,Digital,16341,12833,1.27,0.0416
ENG_002566,AUD_000724,Radio,19199,14667,1.31,0.0031
ENG_002567,AUD_000725,Streaming,37305,30933,1.21,0.0138
ENG_002568,AUD_000725,TV,50669,33788,1.5,0.0081
ENG_002569,AUD_000725,Email,2014,1392,1.45,0.0152
ENG_002570,AUD_000725,Social,3950,3110,1.27,0.0462
ENG_002571,AUD_000725,Radio,18987,16734,1.13,0.0159
ENG_002572,AUD_000726,Radio,18170,13154,1.38,0.0257
ENG_002573,AUD_000726,Email,16155,14141,1.14,0.0011
ENG_002574,AUD_000726,Print,17253,14740,1.17,0.0226
ENG_002575,AUD_000726,TV,104258,82092,1.27,0.0029
ENG_002576,AUD_000726,OOH,3623,2429,1.49,0.0191
ENG_002577,AUD_000727,Digital,29061,22563,1.29,0.0173
ENG_002578,AUD_000727,OOH,2402,1488,1.61,0.0283
ENG_002579,AUD_000728,OOH,16557,11430,1.45,0.012
ENG_002580,AUD_000728,Radio,5864,4495,1.3,0.0292
ENG_002581,AUD_000728,Digital,49924,43532,1.15,0.0298
ENG_002582,AUD_000728,Print,1104,922,1.2,0.0124
ENG_002583,AUD_000729,Radio,10301,6538,1.58,0.0176
ENG_002584,AUD_000729,OOH,1217,1014,1.2,0.0226
ENG_002585,AUD_000729,Streaming,59745,50688,1.18,0.0111
ENG_002586,AUD_000729,Retail,1047,835,1.25,0.0066
ENG_002587,AUD_000730,OOH,14299,8668,1.65,0.0211
ENG_002588,AUD_000730,Print,10610,7295,1.45,0.0119
ENG_002589,AUD_000731,Streaming,60733,52232,1.16,0.0196
ENG_002590,AUD_000731,Email,11752,8666,1.36,0.0256
ENG_002591,AUD_000731,Digital,28720,19496,1.47,0.0414
ENG_002592,AUD_000731,OOH,13599,10430,1.3,0.0088
ENG_002593,AUD_000731,Radio,6919,5018,1.38,0.0118
ENG_002594,AUD_000732,Email,11167,8737,1.28,0.0181
ENG_002595,AUD_000732,Digital,33523,26031,1.29,0.0251
ENG_002596,AUD_000732,Print,2644,2020,1.31,0.0237
ENG_002597,AUD_000733,Email,11493,8680,1.32,0.002
ENG_002598,AUD_000733,OOH,4538,3116,1.46,0.0016
ENG_002599,AUD_000734,Social,11932,7536,1.58,0.0681
ENG_002600,AUD_000734,Retail,3697,2352,1.57,0.0173
ENG_002601,AUD_000734,OOH,8901,7654,1.16,0.0188
ENG_002602,AUD_000734,Email,6397,4141,1.54,0.0225
ENG_002603,AUD_000734,Digital,44801,29680,1.51,0.0109
ENG_002604,AUD_000735,Retail,1837,1148,1.6,0.0067
ENG_002605,AUD_000735,Social,24362,16981,1.43,0.0699
ENG_002606,AUD_000735,TV,58009,50810,1.14,0.0053
ENG_002607,AUD_000735,Radio,12227,8807,1.39,0.0237
ENG_002608,AUD_000736,Digital,32465,22872,1.42,0.0445
ENG_002609,AUD_000736,Social,7490,5487,1.37,0.0244
ENG_002610,AUD_000736,TV,147069,93057,1.58,0.0081
ENG_002611,AUD_000736,OOH,10332,6506,1.59,0.0126
ENG_002612,AUD_000736,Streaming,69694,51920,1.34,0.0107
ENG_002613,AUD_000737,Radio,9890,8516,1.16,0.0121
ENG_002614,AUD_000737,Social,8147,6031,1.35,0.0554
ENG_002615,AUD_000737,Email,16455,11421,1.44,0.0236
ENG_002616,AUD_000737,Streaming,25501,21490,1.19,0.0055
ENG_002617,AUD_000737,Print,11018,7716,1.43,0.0204
ENG_002618,AUD_000738,Email,7664,5885,1.3,0.0224
ENG_002619,AUD_000738,Retail,1632,1163,1.4,0.0181
ENG_002620,AUD_000738,Digital,31455,24265,1.3,0.0482
ENG_002621,AUD_000739,Print,9832,8160,1.2,0.0161
ENG_002622,AUD_000739,Email,17587,13740,1.28,0.0179
ENG_002623,AUD_000739,Social,20743,17869,1.16,0.0512
ENG_002624,AUD_000740,Email,10732,6832,1.57,0.0211
ENG_002625,AUD_000740,Print,11602,8994,1.29,0.0226
ENG_002626,AUD_000740,Streaming,47395,37108,1.28,0.0153
ENG_002627,AUD_000740,Retail,2884,1955,1.48,0.0091
ENG_002628,AUD_000740,TV,170072,104762,1.62,0.0022
ENG_002629,AUD_000741,Retail,4435,3407,1.3,0.0028
ENG_002630,AUD_000741,Radio,11946,8072,1.48,0.025
ENG_002631,AUD_000741,OOH,6344,4852,1.31,0.009
ENG_002632,AUD_000741,Streaming,17184,12663,1.36,0.0197
ENG_002633,AUD_000742,Streaming,10955,7359,1.49,0.0132
ENG_002634,AUD_000742,Retail,753,503,1.5,0.013
ENG_002635,AUD_000742,Social,20606,16130,1.28,0.0269
ENG_002636,AUD_000743,Email,18528,13867,1.34,0.0143
ENG_002637,AUD_000743,Radio,16390,11595,1.41,0.0041
ENG_002638,AUD_000744,Digital,34612,29463,1.17,0.0472
ENG_002639,AUD_000744,Radio,16667,13458,1.24,0.0098
ENG_002640,AUD_000744,Social,23167,19529,1.19,0.0689
ENG_002641,AUD_000745,OOH,3197,2415,1.32,0.0063
ENG_002642,AUD_000745,Email,14316,11729,1.22,0.0223
ENG_002643,AUD_000746,Streaming,61423,40679,1.51,0.013
ENG_002644,AUD_000746,Print,8922,5380,1.66,0.0067
ENG_002645,AUD_000746,Email,14437,9224,1.57,0.0209
ENG_002646,AUD_000746,OOH,17898,13001,1.38,0.0018
ENG_002647,AUD_000746,Retail,2571,1852,1.39,0.0116
ENG_002648,AUD_000747,OOH,8372,6013,1.39,0.0088
ENG_002649,AUD_000747,Email,9141,7725,1.18,0.029
ENG_002650,AUD_000747,TV,138207,94834,1.46,0.0022
ENG_002651,AUD_000747,Digital,47779,35333,1.35,0.0168
ENG_002652,AUD_000748,Streaming,79604,62467,1.27,0.0185
ENG_002653,AUD_000748,Digital,38271,24840,1.54,0.0104
ENG_002654,AUD_000749,Digital,28288,19061,1.48,0.0254
ENG_002655,AUD_000749,TV,56785,38991,1.46,0.0042
ENG_002656,AUD_000750,Print,6551,5653,1.16,0.0065
ENG_002657,AUD_000750,TV,132873,85026,1.56,0.0037
ENG_002658,AUD_000750,OOH,9925,8611,1.15,0.0046
ENG_002659,AUD_000750,Email,11264,8911,1.26,0.0105
ENG_002660,AUD_000750,Retail,2686,2171,1.24,0.0052
ENG_002661,AUD_000751,Email,16740,12299,1.36,0.0276
ENG_002662,AUD_000751,Print,19698,16208,1.22,0.0067
ENG_002663,AUD_000751,OOH,8913,5952,1.5,0.025
ENG_002664,AUD_000751,TV,164265,144815,1.13,0.0065
ENG_002665,AUD_000751,Streaming,30275,18345,1.65,0.0133
ENG_002666,AUD_000752,Radio,3751,2716,1.38,0.025
ENG_002667,AUD_000752,OOH,6742,5833,1.16,0.0254
ENG_002668,AUD_000752,Social,24426,20307,1.2,0.0232
ENG_002669,AUD_000752,Print,14579,9977,1.46,0.0014
ENG_002670,AUD_000753,Email,3064,2423,1.26,0.0282
ENG_002671,AUD_000753,Retail,4488,3888,1.15,0.0204
ENG_002672,AUD_000754,Radio,13106,10620,1.23,0.027
ENG_002673,AUD_000754,Digital,23444,17087,1.37,0.0125
ENG_002674,AUD_000754,Streaming,18068,12035,1.5,0.0164
ENG_002675,AUD_000754,OOH,10189,8367,1.22,0.0129
ENG_002676,AUD_000754,Social,23132,15083,1.53,0.0356
ENG_002677,AUD_000755,Streaming,76864,66829,1.15,0.0067
ENG_002678,AUD_000755,Digital,24665,19828,1.24,0.0431
ENG_002679,AUD_000756,Radio,6903,4851,1.42,0.0217
ENG_002680,AUD_000756,Retail,4020,2563,1.57,0.0296
ENG_002681,AUD_000756,Print,14855,12505,1.19,0.0197
ENG_002682,AUD_000757,Email,10297,9171,1.12,0.0142
ENG_002683,AUD_000757,Streaming,53659,45827,1.17,0.0087
ENG_002684,AUD_000757,Print,9431,7850,1.2,0.0144
ENG_002685,AUD_000757,OOH,9952,7817,1.27,0.0156
ENG_002686,AUD_000757,Retail,3099,1876,1.65,0.0213
ENG_002687,AUD_000758,Retail,3332,2670,1.25,0.0101
ENG_002688,AUD_000758,TV,120630,87492,1.38,0.0042
ENG_002689,AUD_000758,Print,5297,3272,1.62,0.0189
ENG_002690,AUD_000759,Streaming,69550,46289,1.5,0.0116
ENG_002691,AUD_000759,Email,11754,7893,1.49,0.001
ENG_002692,AUD_000759,Retail,1473,1023,1.44,0.0089
ENG_002693,AUD_000759,Radio,11137,7443,1.5,0.0232
ENG_002694,AUD_000759,Digital,21401,14583,1.47,0.0434
ENG_002695,AUD_000760,Email,11499,7776,1.48,0.0015
ENG_002696,AUD_000760,TV,93229,77742,1.2,0.0076
ENG_002697,AUD_000760,Radio,7904,4997,1.58,0.0113
ENG_002698,AUD_000761,OOH,8960,5416,1.65,0.0257
ENG_002699,AUD_000761,Email,7191,5569,1.29,0.0256
ENG_002700,AUD_000762,Retail,1803,1557,1.16,0.0051
ENG_002701,AUD_000762,Social,11840,9524,1.24,0.0661
ENG_002702,AUD_000762,Streaming,58193,47256,1.23,0.0191
ENG_002703,AUD_000763,Digital,30202,25339,1.19,0.0393
ENG_002704,AUD_000763,Retail,4125,3151,1.31,0.0074
ENG_002705,AUD_000763,OOH,8518,6629,1.28,0.0185
ENG_002706,AUD_000763,Social,10479,6939,1.51,0.0218
ENG_002707,AUD_000763,Email,12504,7800,1.6,0.0166
ENG_002708,AUD_000764,OOH,18345,16181,1.13,0.0014
ENG_002709,AUD_000764,Email,19542,13719,1.42,0.0062
ENG_002710,AUD_000764,Retail,4675,3144,1.49,0.0139
ENG_002711,AUD_000764,Streaming,36027,21747,1.66,0.0178
ENG_002712,AUD_000765,Radio,15774,13030,1.21,0.0109
ENG_002713,AUD_000765,Retail,3936,2547,1.55,0.0103
ENG_002714,AUD_000765,Social,13359,10581,1.26,0.0202
ENG_002715,AUD_000765,Email,7855,6862,1.14,0.014
ENG_002716,AUD_000765,TV,190061,160063,1.19,0.0056
ENG_002717,AUD_000766,Email,2751,2306,1.19,0.017
ENG_002718,AUD_000766,OOH,2044,1633,1.25,0.002
ENG_002719,AUD_000766,Print,12187,10551,1.16,0.0202
ENG_002720,AUD_000766,Digital,13314,8170,1.63,0.026
ENG_002721,AUD_000767,OOH,7820,6055,1.29,0.0194
ENG_002722,AUD_000767,Retail,2627,2300,1.14,0.0083
ENG_002723,AUD_000768,Social,21615,18120,1.19,0.0695
ENG_002724,AUD_000768,Digital,22623,13662,1.66,0.0291
ENG_002725,AUD_000768,TV,76539,59107,1.29,0.0017
ENG_002726,AUD_000768,Streaming,10054,6396,1.57,0.0077
ENG_002727,AUD_000768,OOH,7417,6135,1.21,0.0152
ENG_002728,AUD_000769,Streaming,43118,37872,1.14,0.0184
ENG_002729,AUD_000769,Print,3705,3310,1.12,0.0235
ENG_002730,AUD_000769,Retail,3713,2690,1.38,0.0132
ENG_002731,AUD_000770,Streaming,38819,27327,1.42,0.0116
ENG_002732,AUD_000770,TV,160179,113727,1.41,0.0099
ENG_002733,AUD_000770,Social,24175,14685,1.65,0.0349
ENG_002734,AUD_000770,Radio,7316,4414,1.66,0.0011
ENG_002735,AUD_000770,Retail,3664,2286,1.6,0.0261
ENG_002736,AUD_000771,Digital,15376,13788,1.12,0.0474
ENG_002737,AUD_000771,Streaming,17787,15149,1.17,0.0124
ENG_002738,AUD_000771,Email,3276,2759,1.19,0.0121
ENG_002739,AUD_000772,Retail,698,586,1.19,0.0053
ENG_002740,AUD_000772,Social,22739,15247,1.49,0.0439
ENG_002741,AUD_000772,TV,86777,57591,1.51,0.0087
ENG_002742,AUD_000772,Email,10853,7755,1.4,0.0224
ENG_002743,AUD_000772,OOH,10200,7571,1.35,0.0021
ENG_002744,AUD_000773,Print,15092,11111,1.36,0.0197
ENG_002745,AUD_000773,TV,178829,156004,1.15,0.0058
ENG_002746,AUD_000774,Streaming,25450,15570,1.63,0.0119
ENG_002747,AUD_000774,Retail,708,531,1.33,0.0085
ENG_002748,AUD_000774,TV,189739,154826,1.23,0.0075
ENG_002749,AUD_000775,OOH,12299,10210,1.2,0.0089
ENG_002750,AUD_000775,TV,162344,133456,1.22,0.0059
ENG_002751,AUD_000776,OOH,1697,1469,1.16,0.0244
ENG_002752,AUD_000776,Radio,8370,6022,1.39,0.0144
ENG_002753,AUD_000776,Social,24862,17305,1.44,0.0553
ENG_002754,AUD_000776,Retail,2789,2316,1.2,0.028
ENG_002755,AUD_000777,TV,176637,134027,1.32,0.0059
ENG_002756,AUD_000777,Social,14179,9845,1.44,0.033
ENG_002757,AUD_000778,Email,10470,7273,1.44,0.0072
ENG_002758,AUD_000778,TV,119353,103012,1.16,0.0012
ENG_002759,AUD_000779,TV,58461,35114,1.66,0.0024
ENG_002760,AUD_000779,OOH,16355,11527,1.42,0.0086
ENG_002761,AUD_000779,Print,12377,8177,1.51,0.0216
ENG_002762,AUD_000780,Retail,1642,1153,1.42,0.004
ENG_002763,AUD_000780,Streaming,28489,24103,1.18,0.0145
ENG_002764,AUD_000780,Social,2726,1792,1.52,0.0686
ENG_002765,AUD_000780,OOH,17611,11432,1.54,0.0148
ENG_002766,AUD_000780,Email,6743,6031,1.12,0.0287
ENG_002767,AUD_000781,TV,117694,90155,1.31,0.0098
ENG_002768,AUD_000781,Email,1426,1084,1.32,0.021
ENG_002769,AUD_000781,Print,15065,13018,1.16,0.0033
ENG_002770,AUD_000782,Radio,10979,8899,1.23,0.0077
ENG_002771,AUD_000782,TV,154282,138000,1.12,0.0071
ENG_002772,AUD_000782,Digital,35436,31069,1.14,0.0151
ENG_002773,AUD_000783,Digital,12013,9739,1.23,0.0307
ENG_002774,AUD_000783,OOH,1025,788,1.3,0.0271
ENG_002775,AUD_000784,Print,3793,2655,1.43,0.028
ENG_002776,AUD_000784,Email,16859,11136,1.51,0.02
ENG_002777,AUD_000784,Streaming,25013,15553,1.61,0.0118
ENG_002778,AUD_000784,Digital,5430,4782,1.14,0.0314
ENG_002779,AUD_000784,OOH,18235,14468,1.26,0.0089
ENG_002780,AUD_000785,Streaming,55864,48180,1.16,0.0176
ENG_002781,AUD_000785,Retail,4003,3061,1.31,0.0107
ENG_002782,AUD_000785,Social,21833,16156,1.35,0.0786
ENG_002783,AUD_000785,Email,12232,7971,1.53,0.0143
ENG_002784,AUD_000786,Email,19761,14073,1.4,0.0123
ENG_002785,AUD_000786,OOH,13640,8323,1.64,0.022
ENG_002786,AUD_000786,Radio,9164,7303,1.25,0.0224
ENG_002787,AUD_000786,Social,1987,1251,1.59,0.0606
ENG_002788,AUD_000786,Streaming,12224,10568,1.16,0.0103
ENG_002789,AUD_000787,OOH,12506,9920,1.26,0.0233
ENG_002790,AUD_000787,Streaming,59804,48950,1.22,0.0145
ENG_002791,AUD_000788,Digital,47631,32964,1.44,0.0464
ENG_002792,AUD_000788,Social,5946,4168,1.43,0.0555
ENG_002793,AUD_000788,TV,69739,56530,1.23,0.0043
ENG_002794,AUD_000789,Social,10542,6614,1.59,0.0275
ENG_002795,AUD_000789,Email,19994,16096,1.24,0.0274
ENG_002796,AUD_000789,Print,1567,1144,1.37,0.0169
ENG_002797,AUD_000789,Retail,4668,2922,1.6,0.0219
ENG_002798,AUD_000790,Print,19864,15107,1.31,0.0112
ENG_002799,AUD_000790,TV,71980,56984,1.26,0.0029
ENG_002800,AUD_000790,Radio,7554,5153,1.47,0.0175
ENG_002801,AUD_000790,Streaming,63400,42788,1.48,0.0115
ENG_002802,AUD_000790,OOH,3006,2427,1.24,0.0281
ENG_002803,AUD_000791,OOH,10659,9280,1.15,0.0086
ENG_002804,AUD_000791,Social,24063,17501,1.37,0.0433
ENG_002805,AUD_000791,Digital,11182,9395,1.19,0.0296
ENG_002806,AUD_000791,Email,10510,7067,1.49,0.0189
ENG_002807,AUD_000791,Streaming,47493,35616,1.33,0.007
ENG_002808,AUD_000792,Digital,20483,16771,1.22,0.0309
ENG_002809,AUD_000792,Print,1792,1399,1.28,0.0285
ENG_002810,AUD_000792,Retail,1911,1481,1.29,0.0107
ENG_002811,AUD_000793,Digital,22354,16941,1.32,0.0162
ENG_002812,AUD_000793,TV,86662,63386,1.37,0.0092
ENG_002813,AUD_000793,Retail,2328,1468,1.59,0.0278
ENG_002814,AUD_000793,Email,12063,9124,1.32,0.0048
ENG_002815,AUD_000793,Radio,19363,16912,1.14,0.0124
ENG_002816,AUD_000794,Social,21410,15687,1.36,0.072
ENG_002817,AUD_000794,Retail,2566,1740,1.47,0.0296
ENG_002818,AUD_000794,TV,161496,113422,1.42,0.0026
ENG_002819,AUD_000794,Digital,13457,9298,1.45,0.0438
ENG_002820,AUD_000794,Print,14143,10675,1.32,0.0106
ENG_002821,AUD_000795,Print,3180,2362,1.35,0.0031
ENG_002822,AUD_000795,Digital,11836,7980,1.48,0.0375
ENG_002823,AUD_000796,Email,9537,7560,1.26,0.0018
ENG_002824,AUD_000796,Retail,3179,1914,1.66,0.0017
ENG_002825,AUD_000796,Digital,33811,22921,1.48,0.0233
ENG_002826,AUD_000797,OOH,14746,10229,1.44,0.0143
ENG_002827,AUD_000797,Print,10768,6832,1.58,0.0168
ENG_002828,AUD_000798,Streaming,67109,41200,1.63,0.013
ENG_002829,AUD_000798,Digital,20392,13437,1.52,0.0343
ENG_002830,AUD_000798,Social,18716,12220,1.53,0.075
ENG_002831,AUD_000799,Retail,2850,2416,1.18,0.0243
ENG_002832,AUD_000799,Radio,18730,14254,1.31,0.0122
ENG_002833,AUD_000799,Streaming,12027,9609,1.25,0.0182
ENG_002834,AUD_000800,Retail,3972,3217,1.23,0.0112
ENG_002835,AUD_000800,Streaming,63396,40065,1.58,0.0089
ENG_002836,AUD_000800,Social,4381,3475,1.26,0.0547
ENG_002837,AUD_000801,TV,126782,101688,1.25,0.0052
ENG_002838,AUD_000801,Streaming,39148,30161,1.3,0.0149
ENG_002839,AUD_000802,Digital,25537,19304,1.32,0.0213
ENG_002840,AUD_000802,Social,24266,14619,1.66,0.0259
ENG_002841,AUD_000803,OOH,4444,3885,1.14,0.0122
ENG_002842,AUD_000803,Streaming,75785,68106,1.11,0.0079
ENG_002843,AUD_000803,Email,1147,974,1.18,0.0038
ENG_002844,AUD_000803,Social,15774,10797,1.46,0.0492
ENG_002845,AUD_000803,Radio,9270,5600,1.66,0.0163
ENG_002846,AUD_000804,TV,198419,156862,1.26,0.0088
ENG_002847,AUD_000804,Digital,22132,18777,1.18,0.0342
ENG_002848,AUD_000804,Streaming,60995,42558,1.43,0.0162
ENG_002849,AUD_000805,Digital,35446,25742,1.38,0.0229
ENG_002850,AUD_000805,Social,14630,11586,1.26,0.0533
ENG_002851,AUD_000806,Email,8798,6730,1.31,0.0122
ENG_002852,AUD_000806,TV,160043,104592,1.53,0.0047
ENG_002853,AUD_000806,Streaming,11753,9006,1.31,0.0105
ENG_002854,AUD_000807,Streaming,10907,8831,1.24,0.005
ENG_002855,AUD_000807,TV,137078,120398,1.14,0.0051
ENG_002856,AUD_000808,Email,18166,14911,1.22,0.0193
ENG_002857,AUD_000808,Print,6065,3732,1.63,0.0229
ENG_002858,AUD_000808,OOH,7246,4369,1.66,0.003
ENG_002859,AUD_000809,Print,6449,4266,1.51,0.0215
ENG_002860,AUD_000809,Digital,35630,25423,1.4,0.0359
ENG_002861,AUD_000810,Streaming,19056,13425,1.42,0.0197
ENG_002862,AUD_000810,Radio,3220,2874,1.12,0.0298
ENG_002863,AUD_000810,Digital,8899,6528,1.36,0.0435
ENG_002864,AUD_000811,OOH,6461,5488,1.18,0.0211
ENG_002865,AUD_000811,Digital,25201,21538,1.17,0.0473
ENG_002866,AUD_000811,Retail,3849,2559,1.5,0.0166
ENG_002867,AUD_000812,Retail,3698,2440,1.52,0.0179
ENG_002868,AUD_000812,Digital,46732,39535,1.18,0.0295
ENG_002869,AUD_000812,Radio,9825,7709,1.27,0.0112
ENG_002870,AUD_000813,TV,110214,97213,1.13,0.0042
ENG_002871,AUD_000813,Digital,39371,29577,1.33,0.0282
ENG_002872,AUD_000814,Email,14107,11235,1.26,0.0198
ENG_002873,AUD_000814,Social,20955,13185,1.59,0.0461
ENG_002874,AUD_000814,Digital,48424,37768,1.28,0.024
ENG_002875,AUD_000815,Radio,14414,9021,1.6,0.0219
ENG_002876,AUD_000815,Social,20708,16582,1.25,0.0234
ENG_002877,AUD_000815,TV,128028,79293,1.61,0.0052
ENG_002878,AUD_000815,Email,11739,9252,1.27,0.0055
ENG_002879,AUD_000815,Streaming,15524,10185,1.52,0.0139
ENG_002880,AUD_000816,Retail,2656,2328,1.14,0.0033
ENG_002881,AUD_000816,Radio,3327,2557,1.3,0.0189
ENG_002882,AUD_000817,OOH,17820,12186,1.46,0.0237
ENG_002883,AUD_000817,Digital,24716,18804,1.31,0.0293
ENG_002884,AUD_000818,TV,160333,105042,1.53,0.0092
ENG_002885,AUD_000818,Email,17933,15979,1.12,0.0111
ENG_002886,AUD_000818,Retail,4924,4195,1.17,0.0294
ENG_002887,AUD_000818,Streaming,74651,59499,1.25,0.0198
ENG_002888,AUD_000819,Email,12648,9322,1.36,0.0016
ENG_002889,AUD_000819,TV,199381,173667,1.15,0.0036
ENG_002890,AUD_000820,Radio,5812,4633,1.25,0.0189
ENG_002891,AUD_000820,OOH,11819,8310,1.42,0.0248
ENG_002892,AUD_000820,Digital,29484,25414,1.16,0.0269
ENG_002893,AUD_000821,Email,14905,12600,1.18,0.0221
ENG_002894,AUD_000821,Retail,511,322,1.59,0.0211
ENG_002895,AUD_000822,Digital,29915,25641,1.17,0.0209
